SPCG,Z24,SPCGZ24,1000,1050,100
SPCG,H25,SPCGH25,1000,1050,100
SPRC,M24,SPRCM24,1000,945,500
SPRC,U24,SPRCU24,1000,945,500
SPRC,Z24,SPRCZ24,1000,945,500
SPRC,H25,SPRCH25,1000,945,500
STA,M24,STAM24,1000,3955,100
STA,U24,STAU24,1000,3955,100
STA,Z24,STAZ24,1000,3955,100
STA,H25,STAH25,1000,3955,100
STEC,M24,STECM24,1000,1190,100
STEC,U24,STECU24,1000,1190,100
STEC,Z24,STECZ24,1000,1190,100
STEC,H25,STECH25,1000,1190,100
STGT,M24,STGTM24,1000,1645,500
STGT,U24,STGTU24,1000,1645,500
STGT,Z24,STGTZ24,1000,1645,500
STGT,H25,STGTH25,1000,1645,500
STPI,M24,STPIM24,1000,350,500
STPI,U24,STPIU24,1000,350,500
STPI,Z24,STPIZ24,1000,350,500
STPI,H25,STPIH25,1000,350,500
SUPER,M24,SUPERM24,1000,70,1000
SUPER,U24,SUPERU24,1000,70,1000
SUPER,Z24,SUPERZ24,1000,70,1000
SUPER,H25,SUPERH25,1000,70,1000
TASCO,M24,TASCOM24,1000,1190,100
TASCO,U24,TASCOU24,1000,1190,100
TASCO,Z24,TASCOZ24,1000,1190,100
TASCO,H25,TASCOH25,1000,1190,100
TCAP,M24,TCAPM24,1000,3150,100
TCAP,U24,TCAPU24,1000,3150,100
TCAP,Z24,TCAPZ24,1000,3150,100
TCAP,H25,TCAPH25,1000,3150,100
THAI,M24,THAIM24,1000,1155,500
THAI,U24,THAIU24,1000,1155,500
THAI,Z24,THAIZ24,1000,1155,500
THAI,H25,THAIH25,1000,1155,500
THANI,M24X,THANIM24X,1100,269.5,500
THANI,U24X,THANIU24X,1100,269.5,500
THANI,Z24X,THANIZ24X,1100,269.5,500
THANI,H25,THANIH25,1000,245,500
THCOM,M24,THCOMM24,1000,1715,100
THCOM,U24,THCOMU24,1000,1715,100
THCOM,Z24,THCOMZ24,1000,1715,100
THCOM,H25,THCOMH25,1000,1715,100
THG,M24,THGM24,1000,3465,20
THG,U24,THGU24,1000,3465,20
THG,Z24,THGZ24,1000,3465,20
THG,H25,THGH25,1000,3465,20
TISCO,M24,TISCOM24,1000,8015,20
TISCO,U24,TISCOU24,1000,8015,20
TISCO,Z24,TISCOZ24,1000,8015,20
TISCO,H25,TISCOH25,1000,8015,20
TKN,M24,TKNM24,1000,1540,500
TKN,U24,TKNU24,1000,1540,500
TKN,Z24,TKNZ24,1000,1540,500
TKN,H25,TKNH25,1000,1540,500
TOA,M24,TOAM24,1000,2695,100
TOA,U24,TOAU24,1000,2695,100
TOA,Z24,TOAZ24,1000,2695,100
TOA,H25,TOAH25,1000,2695,100
TOP,M24,TOPM24,1000,4130,20
TOP,U24,TOPU24,1000,4130,20
TOP,Z24,TOPZ24,1000,4130,20
TOP,H25,TOPH25,1000,4130,20
TPIPL,M24,TPIPLM24,1000,140,500
TPIPL,U24,TPIPLU24,1000,140,500
TPIPL,Z24,TPIPLZ24,1000,140,500
TPIPL,H25,TPIPLH25,1000,140,500
TPIPP,M24,TPIPPM24,1000,210,500
TPIPP,U24,TPIPPU24,1000,210,500
TPIPP,Z24,TPIPPZ24,1000,210,500
TPIPP,H25,TPIPPH25,1000,210,500
TQM,M24,TQMM24,1000,2660,100
TQM,U24,TQMU24,1000,2660,100
TQM,Z24,TQMZ24,1000,2660,100
TQM,H25,TQMH25,1000,2660,100
True,M24,TrueM24,1000,1015,500
True,U24,TrueU24,1000,1015,500
True,Z24,TrueZ24,1000,1015,500
True,H25,TrueH25,1000,1015,500
TTA,M24,TTAM24,1000,1050,500
TTA,U24,TTAU24,1000,1050,500
TTA,Z24,TTAZ24,1000,1050,500
TTA,H25,TTAH25,1000,1050,500
TTB,M24,TTBM24,1000,140,500
TTB,U24,TTBU24,1000,140,500
TTB,Z24,TTBZ24,1000,140,500
TTB,H25,TTBH25,1000,140,500
TTCL,M24,TTCLM24,1000,315,500
TTCL,U24,TTCLU24,1000,315,500
TTCL,Z24,TTCLZ24,1000,315,500
TTCL,H25,TTCLH25,1000,315,500
TTW,M24,TTWM24,1000,525,500
TTW,U24,TTWU24,1000,525,500
TTW,Z24,TTWZ24,1000,525,500
TTW,H25,TTWH25,1000,525,500
TU,M24,TUM24,1000,1050,100
TU,U24,TUU24,1000,1050,100
TU,Z24,TUZ24,1000,1050,100
TU,H25,TUH25,1000,1050,100
TVO,M24,TVOM24,1000,2310,100
TVO,U24,TVOU24,1000,2310,100
TVO,Z24,TVOZ24,1000,2310,100
TVO,H25,TVOH25,1000,2310,100
UNIQ,M24,UNIQM24,1000,315,500
UNIQ,U24,UNIQU24,1000,315,500
UNIQ,Z24,UNIQZ24,1000,315,500
UNIQ,H25,UNIQH25,1000,315,500
VGI,M24,VGIM24,1000,280,500
VGI,U24,VGIU24,1000,280,500
VGI,Z24,VGIZ24,1000,280,500
VGI,H25,VGIH25,1000,280,500
VNG,M24,VNGM24,1000,280,500
VNG,U24,VNGU24,1000,280,500
VNG,Z24,VNGZ24,1000,280,500
VNG,H25,VNGH25,1000,280,500
WHA,M24,WHAM24,1000,455,500
WHA,U24,WHAU24,1000,455,500
WHA,Z24,WHAZ24,1000,455,500
WHA,H25,WHAH25,1000,455,500
WHAUP,M24,WHAUPM24,1000,420,500
WHAUP,U24,WHAUPU24,1000,420,500
WHAUP,Z24,WHAUPZ24,1000,420,500
WHAUP,H25,WHAUPH25,1000,420,500
